OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,tmn_2014_0,tmn_2014_1,tmn_2014_2,tmn_2014_3,tmn_2014_4,tmn_2014_5,tmn_2014_6,tmn_2014_7,tmn_2014_8,tmn_2014_9,tmn_201410,tmn_201411,tmn_2015_0,tmn_2015_1,tmn_2015_2,tmn_2015_3,tmn_2015_4,tmn_2015_5,tmn_2015_6,tmn_2015_7,tmn_2015_8,tmn_2015_9,tmn_201510,tmn_201511,tmn_2016_0,tmn_2016_1,tmn_2016_2,tmn_2016_3,tmn_2016_4,tmn_2016_5,tmn_2016_6,tmn_2016_7,tmn_2016_8,tmn_2016_9,tmn_201610,tmn_201611,tmn_2017_0,tmn_2017_1,tmn_2017_2,tmn_2017_3,tmn_2017_4,tmn_2017_5,tmn_2017_6,tmn_2017_7,tmn_2017_8,tmn_2017_9,tmn_201710,tmn_201711
39,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBODIARA SUD,21.93762499,21.77206183,21.15838659,19.7749335,16.95173488,15.98185673,15.35807171,15.48286804,16.3799426,18.18637725,19.93029065,21.18550365,21.73762577,21.37206221,20.99903831,20.0749328,17.64570727,16.08185711,15.35807171,15.18286785,16.1799419,18.84309257,19.82689598,21.78210821,22.23762577,22.27206183,21.7956423,20.17493318,16.24570765,14.88185678,14.61139179,15.28286802,16.27994222,18.48374388,18.03029067,21.37947598,22.33762461,21.77206183,21.39903793,19.97493426,17.64570727,16.3818566,15.46070397,15.48286804,16.67994183,18.68977301,19.47094128,20.88550339
40,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT MANAMPANDRANA,21.79817712,21.67006183,21.04568376,19.66780007,16.83859763,15.86000281,15.22721686,15.36292663,16.23829817,18.07735261,19.81142039,21.08029884,21.59817827,21.27006222,20.88121796,19.96779946,17.53375944,15.96000319,15.22721686,15.06292644,16.03829758,18.74001097,19.70839021,21.67726753,22.09817827,22.17006183,21.6781874,20.06779984,16.13375982,14.76000328,14.48684398,15.16292675,16.13829779,18.37554444,17.91142077,21.2754605,22.19817674,21.67006183,21.28121758,19.86780083,17.53375944,16.2600033,15.32902448,15.36292663,16.53829741,18.58038416,19.34695367,20.78029942
41,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT KIANJANOMBY,21.45425681,21.29720152,20.7224404,19.27376749,16.51343986,15.4904226,14.85813161,14.99374878,15.82324586,17.72761266,19.47077155,20.72336291,21.25425641,20.90211815,20.54373137,19.57376847,17.21343872,15.58687451,14.85813161,14.69020012,15.62324537,18.40140508,19.37077117,21.32336276,21.75425641,21.79228628,21.34373061,19.67376885,15.81344005,14.39042291,14.13055636,14.79374811,15.72324548,18.03252659,17.57077157,20.92336177,21.85425643,21.29720152,20.94373099,19.47376826,17.21343872,15.89042291,14.95813104,14.99374878,16.12324468,18.23252736,18.99697936,20.42336177
42,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MALAZAMASINA SUD,20.8928582,20.87174966,20.18411349,18.8623908,16.14646806,15.03292644,14.45579226,14.63562699,15.43380631,17.30079021,19.13154641,20.3846835,20.69285801,20.47174816,20.0680843,19.17591716,16.75990607,15.06239411,14.52632429,14.3356272,15.23380625,17.88726404,19.03154603,20.98468389,21.2633907,21.30121679,20.86808353,19.275917,15.35990672,13.93292604,13.7263241,14.43562719,15.33380593,17.58476171,17.30207757,20.56865628,21.36339051,20.88527434,20.46808392,19.07591624,16.75990607,15.43292606,14.64235293,14.64915204,15.74733118,17.80078913,18.71551694,20.08468427
43,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MALAZAMASINA NORD,18.39979196,18.34291639,17.62319029,16.22518544,13.54520339,12.46049377,11.93108878,11.98121941,12.82362004,14.67689932,16.55660401,17.87614593,18.17191373,17.9433875,17.54789072,16.55700187,14.17355263,12.46319838,12.0280554,11.68107616,12.6236196,15.24413705,16.42872586,18.50402347,18.76764781,18.74562021,18.34788996,16.65700223,12.77246279,11.36049379,11.22805515,11.78136336,12.72361966,14.94413755,14.72460229,18.07235146,18.86764775,18.37473165,17.94789034,16.45700147,14.17355263,12.86049379,12.13075971,11.9850138,13.15529138,15.14793085,16.12460255,17.57567396
44,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT ANTANJOMANGA,19.43786426,19.42228442,18.70030328,17.35345766,14.51501456,13.50634859,12.94735608,13.07491156,13.86891943,15.75863959,17.6076918,18.90694816,19.22067152,19.02228406,18.61313146,17.67595811,15.13220635,13.510712,13.04299234,12.77491232,13.66891897,16.33519526,17.4904993,19.52413985,19.81536458,19.82664821,19.41313069,17.77595837,13.7312619,12.4063482,12.24299215,12.87491175,13.76891905,16.03519603,15.78519088,19.10164079,19.91536366,19.44478386,19.01313107,17.5759576,15.13220635,13.9063482,13.14735596,13.08021922,14.191419,16.24050185,17.18519132,18.60694892
45,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT BETAMPONA NORD,19.49056327,19.50337215,18.80164985,17.42713922,14.5740644,13.56247941,12.99732352,13.1387123,13.92543856,15.82915602,17.67617193,18.97122514,19.27835162,19.10458766,18.71003066,17.7424996,15.1874923,13.56509346,13.09367272,12.8385333,13.72543873,16.41362299,17.56396066,19.58343753,19.87416698,19.90598635,19.51002989,17.84249998,13.78713932,12.46247902,12.29367253,12.93889233,13.82543818,16.11362376,15.85995548,19.16825859,19.97416731,19.51873139,19.11003027,17.64249921,15.1874923,13.96247902,13.19628658,13.14167969,14.24061794,16.31658933,17.25995612,18.67000891
46,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBINANINDRANO,19.94197017,19.94112513,19.23611087,17.87064794,15.10493662,14.05672893,13.50836902,13.63071598,14.41145236,16.24554246,18.09571697,19.37266731,19.73295022,19.54112399,19.13499236,18.19098621,15.71395611,14.06686783,13.59822961,13.33071674,14.21145193,16.82402444,17.98669577,19.98168739,20.32163267,20.35126383,19.93499159,18.29098659,14.31277778,12.95672855,12.79822942,13.43071617,14.31145198,16.52402521,16.27537714,19.5613494,20.4216318,19.9614635,19.53499198,18.09098582,15.71395611,14.45672855,13.70836945,13.6420344,14.7317903,16.7353426,17.67537735,19.07266808
47,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT TANAMBAO OUEST,19.62457405,19.62129382,18.96095504,17.57297369,14.72896382,13.70977023,13.13171559,13.30056274,14.09473148,16.00029828,17.84834522,19.13381543,19.41999888,19.22285448,18.86148636,17.88023061,15.33510052,13.71225141,13.22774736,13.00048757,13.89473167,16.59299584,17.74377044,19.73839094,20.01583171,20.02377411,19.66148559,17.98023099,13.93497796,12.60976985,12.42774717,13.10063919,13.9947311,16.29299661,16.03967845,19.33121149,20.11583209,19.62854894,19.26148597,17.78023022,15.33510052,14.10976985,13.33022889,13.30316687,14.40191082,16.49559899,17.43967958,18.83225401
48,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MANAKANA,19.34117533,19.35088884,18.64728166,17.25980554,14.36763454,13.34633359,12.77685732,12.92835379,13.71321757,15.67261952,17.51291223,18.82720805,19.13071977,18.95488588,18.55359149,17.57086536,14.98208773,13.34648111,12.87314541,12.62792113,13.51321776,16.26197354,17.40245706,19.43766367,19.7265526,19.75103602,19.35359073,17.67086574,13.58206704,12.24633321,12.07314522,12.72878758,13.61321719,15.9619743,15.69872311,19.02703879,19.82655298,19.36194715,18.95359111,17.47086497,14.98208773,13.74633321,12.97329327,12.92852238,14.02384192,16.16214171,17.09872368,18.52321025
49,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMPASIMPOTSY,19.38556209,19.38685691,18.74517301,17.30439003,14.43742571,13.42281098,12.83301687,13.01454326,13.79885463,15.75580586,17.59961738,18.90359776,19.18156925,18.99066901,18.64501373,17.60889609,15.04523258,13.42314842,12.92902326,12.71438513,13.59885482,16.35144556,17.49562492,19.50759197,19.77740207,19.78719389,19.44501297,17.70889648,13.6452183,12.3228106,12.12902307,12.81470323,13.69885424,16.05144632,15.79161637,19.10324634,19.87740245,19.39136008,19.04501335,17.50889571,15.04523258,13.8228106,13.02936108,13.01489537,14.10319909,16.25179721,17.19161703,18.5997849
50,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MAROHARATRA,19.86294508,19.85573718,19.1816963,17.82238036,15.02271182,13.98306453,13.41738042,13.5731036,14.37582561,16.23885697,18.08675739,19.36085512,19.65902626,19.45573606,19.07991899,18.13224405,15.62662951,13.98876047,13.51168391,13.27310437,14.1758258,16.82874722,17.98283855,19.96477396,20.25308215,20.2614322,19.87991822,18.23224444,14.2263823,12.88306414,12.71168372,13.37310379,14.27582523,16.52874798,16.27689329,19.5549118,20.35308253,19.86559973,19.47991861,18.03224367,15.62662951,14.38306414,13.61738023,13.57904734,14.68568835,16.73468942,17.67689482,19.06085588
51,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT SOANIERANA,19.96252363,19.95732654,19.27615356,17.91003749,15.14325289,14.08105287,13.52386182,13.67078282,14.47433657,16.3314353,18.17166325,19.44958857,19.75887652,19.55732585,19.17195302,18.22182866,15.74707829,14.08907954,13.61583458,13.37078358,14.2743368,16.91932784,18.06801568,20.05323613,20.35053159,20.36535275,19.97195226,18.32182904,14.34676093,12.98105249,12.81583439,13.47078301,14.37433619,16.61930621,16.3596696,19.64142411,20.45053197,19.96911654,19.57195264,18.12182828,15.74707829,14.48105249,13.72368242,13.67892604,14.78612682,16.82746939,17.75985029,19.14958933
52,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MALEMIAMBO,19.71674935,19.72157764,19.07577381,17.66510064,14.936739,13.85964065,13.28209648,13.42032204,14.2278159,16.10666523,17.90019889,19.22889104,19.5166826,19.32157612,18.96992047,17.97084724,15.54065829,13.86941444,13.37232213,13.1203228,14.02781629,16.70091689,17.80013252,19.82895741,20.10690632,20.13135103,19.7699197,18.07084762,14.1406558,12.75964027,12.57232194,13.22032223,14.12781552,16.4006738,16.09035509,19.42296995,20.2069067,19.72732162,19.36992008,17.87084686,15.54065829,14.25964027,13.47824241,13.42600096,14.53356101,16.60659487,17.49420956,18.9288918
53,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMPASIMADINIKAKELY,19.33189925,19.35268651,18.7277393,17.27097395,14.47306911,13.44331711,12.82715396,12.9915018,13.78920273,15.70850213,17.50392942,18.8693357,19.13144498,18.95619193,18.62366153,17.5722511,15.08195308,13.4492662,12.9178827,12.69148284,13.58920292,16.30741079,17.40347554,19.4697898,19.72215479,19.75847037,19.42366077,17.67225149,13.68195294,12.34331673,12.11788245,12.79152181,13.68920235,16.00735396,15.69420394,19.06847668,19.82215517,19.35396204,19.02366115,17.47225072,15.08195308,13.84331673,13.01874301,12.9923043,14.09045892,16.20821283,17.09912813,18.56599559
54,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBALAVOLO,20.3632209,20.35882057,19.66347446,18.30707186,15.57826471,14.48449185,13.93760783,14.08359854,14.8697378,16.71793355,18.54047209,19.81508297,20.15699407,19.95881963,19.55392146,18.63039898,16.18449831,14.50027851,14.02182033,13.78359903,14.66973786,17.29328704,18.43424425,20.42131,20.73988739,20.77460793,20.35392069,18.73039887,14.78317782,13.38449119,13.22182014,13.88359898,14.76973742,16.99328574,16.71713593,19.9979831,20.83988646,20.38214682,19.95392108,18.5303981,16.18449831,14.88449147,14.13760037,14.10069833,15.19306411,17.21038523,18.1171433,19.51508373
55,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBOHITSARA EST,20.8056138,20.78070479,20.10500303,18.78412449,16.09926935,14.9725956,14.4173488,14.56773532,15.36227097,17.20825915,19.01631706,20.30037877,20.60561332,20.38070326,19.9864283,19.10147553,16.7049818,14.99688233,14.49306149,14.26773594,15.16227107,17.79090809,18.91631667,20.90037915,21.18132696,21.20499114,20.78642754,19.20147557,15.30498218,13.87259521,13.6930613,14.36773551,15.26227059,17.48968577,17.19202809,20.48180581,21.28132706,20.79805542,20.38642792,19.0014748,16.7049818,15.37259521,14.61163545,14.58508568,15.67962134,17.70825772,18.59774153,20.00037953
56,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT ANIVORANO,20.44939639,20.44032069,19.81046538,18.45447606,15.78456181,14.70191698,14.09784874,14.21582063,14.97938344,16.81988461,18.6385278,19.94368222,20.24931561,20.04031916,19.68581472,18.77743084,16.39069011,14.73269556,14.16706927,13.9158206,14.77938374,17.39689815,18.53844646,20.54376356,20.81850497,20.8710993,20.48581395,18.87743122,14.99065848,13.60191617,13.36706908,14.01582082,14.87938305,17.09500941,16.80763439,20.11892043,20.91850446,20.46327402,20.08581433,18.67743046,16.39069011,15.1019166,14.29180016,14.23869318,15.30233722,17.31977133,18.21368214,19.64368299
57,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MAHATSARA,20.49504239,20.47328347,19.78385929,18.43361769,15.69114777,14.58844744,14.02090047,14.21907969,15.03131389,16.90524808,18.69083818,19.96873691,20.29504162,20.07328195,19.67633601,18.74034066,16.30142066,14.60624473,14.10310313,13.91908046,14.83131391,17.49852538,18.5908378,20.56873729,20.87724472,20.89108038,20.47633524,18.84034049,14.90142104,13.48844706,13.30310242,14.01907988,14.9313135,17.19772497,16.87303975,20.16121532,20.9772451,20.48000464,20.07633563,18.64033973,16.30142066,14.98844706,14.2106263,14.22580182,15.33803593,17.40524742,18.28331327,19.66873768
58,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT SAHOMBY,19.81364134,19.78899679,19.14768328,17.73949277,14.96755572,13.89423282,13.31217388,13.49480377,14.29676019,16.1957751,17.97007538,19.32090817,19.61364058,19.39241385,19.04198152,18.04107609,15.58428271,13.90982593,13.39353851,13.19480453,14.09676037,16.79456924,17.870075,19.92090856,20.19500601,20.20421298,19.84198075,18.14107644,14.18428307,12.7942325,12.59353817,13.29480396,14.19675981,16.49424446,16.15143894,19.51900164,20.29500639,19.79057894,19.44198113,17.94107568,15.58428271,14.2942325,13.49544599,13.49638587,14.59834247,16.69615138,17.56474811,19.01786667
59,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBODIMANGA,20.73415743,20.72231748,20.06022606,18.721854,16.01093103,14.90038581,14.34753427,14.50448127,15.29142332,17.14226179,18.93786106,20.22749436,20.53174243,20.32231595,19.94135178,19.04603095,16.61421447,14.9225429,14.42537604,14.20448134,15.09142352,17.7173847,18.83544504,20.82990923,21.10888443,21.1444752,20.74135102,19.14603133,15.213513,13.80038485,13.62537584,14.30448146,15.19142294,17.41715568,17.11258565,20.40550442,21.20888366,20.74649378,20.3413514,18.94603057,16.61421447,15.30038542,14.54666501,14.52624239,15.61559957,17.63914449,18.5134546,19.92749512
60,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMPASIMADINIKA,20.55464165,20.54416087,19.87882882,18.51603225,15.80298775,14.6812408,14.15031022,14.29490744,15.10468932,16.9766655,18.76335302,20.04499669,20.35443964,20.14415943,19.76783832,18.82702682,16.40668612,14.69593071,14.23561972,13.99490819,14.9046902,17.56563699,18.66315128,20.6451984,20.93971605,20.95885047,20.56783755,18.9270272,15.00665247,13.58124041,13.43561953,14.09490763,15.00468893,17.2652041,16.9484265,20.23377203,21.0397164,20.55515399,20.16783794,18.72702644,16.40668612,15.08124042,14.34681238,14.30570015,15.41568347,17.4764297,18.35192474,19.74499745
61,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT SAHAVATANA,19.91889761,19.73797449,19.25183714,17.74920857,14.94615768,13.84180794,13.16011881,13.41468248,14.32374709,16.29412002,18.13351491,19.39862118,19.71889876,19.38153885,19.04813887,18.04920967,15.64615749,13.92900933,13.16011881,13.10188355,14.12374635,16.95425349,18.03351509,19.99862104,20.21889876,20.19441052,19.84813811,18.14920871,14.24615787,12.74180826,12.38948811,13.21468264,14.22374673,16.63768323,16.23351395,19.59862142,20.31889728,19.73797449,19.44813849,17.94920934,15.64615749,14.24180826,13.26011824,13.41468248,14.62374635,16.837684,17.67338086,19.09862142
62,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMBODIVOANGY,18.96488695,18.67658609,18.16787082,16.62214807,14.03243697,12.89327344,12.29161997,12.38235804,13.3400382,15.27822648,17.10243211,18.4362902,18.76488743,18.31699005,17.99080636,16.92214764,14.72716509,12.98425859,12.29689126,12.0823588,13.14003805,15.91488582,17.00243206,19.03629058,19.27015872,19.13090962,18.7908056,17.02214802,13.32716485,11.79327339,11.49689074,12.18235863,13.24003844,15.61488636,15.20770249,18.63629016,19.3701591,18.67658609,18.39080598,16.8221485,14.72716509,13.29327306,12.39689109,12.38235804,13.64003805,15.81488657,16.66202778,18.13254628
63,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMBOHINIHAONANA,20.34772538,20.0711843,19.51649754,17.99121817,15.21987079,14.16615677,13.60017436,13.6892013,14.65482309,16.54959713,18.42413001,19.71559932,20.14772486,19.70141997,19.35704323,18.29121907,15.91713647,14.26216354,13.60290837,13.3891308,14.45482328,17.17881578,18.32413129,20.31559815,20.65045964,20.53821529,20.15704246,18.39121945,14.5171359,13.06615639,12.80315237,13.48920161,14.55482288,16.8786435,16.5268635,19.91559829,20.75046002,20.0711843,19.75704285,18.19121893,15.91713647,14.56615645,13.70290792,13.6892013,14.95482328,17.07864426,17.99372192,19.41441001
64,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT KIANJANOMBY,19.75771473,19.47362742,18.92423771,17.39919288,14.70827489,13.60755088,13.03282103,13.10670731,14.06812362,15.99946892,17.86167816,19.18821577,19.55771578,19.11071485,18.75155503,17.69919221,15.40568951,13.7034211,13.03540531,12.80669307,13.86812381,16.63506183,17.76167787,19.78821608,20.0603001,19.9339525,19.55155427,17.79919259,14.00568894,12.5075505,12.23545656,12.90670841,13.96812415,16.33502614,15.96426188,19.38821465,20.16030048,19.47362742,19.15155465,17.59919364,15.40568951,14.00755051,13.13540565,13.10670731,14.36812381,16.5350269,17.42455325,18.88668468
65,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMPITAMBE,20.03798886,19.7680117,19.23871572,17.73165517,14.9477272,13.86766494,13.28647714,13.41441579,14.35688282,16.32370976,18.16431312,19.44637404,19.83798845,19.40353845,19.06574495,18.03165486,15.64724669,13.96570565,13.28695674,13.11322363,14.15688246,16.96115474,18.06431429,20.04637442,20.33846805,20.23200502,19.86574419,18.13165524,14.24724667,12.76766456,12.49035562,13.21441615,14.25688284,16.65894779,16.26479292,19.64637335,20.43846843,19.7680117,19.46574457,17.93165483,15.64724669,14.26766478,13.38695634,13.41441579,14.65688246,16.85894856,17.72658062,19.14608559
66,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT MANDRIVANY,19.8293152,19.55759673,19.02399922,17.52193983,14.77609875,13.66756996,13.08621671,13.21158816,14.16918678,16.12772607,17.96412158,19.26431043,19.62931521,19.19615079,18.84635744,17.82193911,15.47487171,13.76473786,13.08744278,12.91078151,13.9691865,16.76681409,17.86412211,19.86431081,20.13054139,20.01781568,19.64635667,17.9219395,14.0748716,12.56756958,12.28958353,13.01158867,14.06918688,16.46548028,16.06534742,19.4643094,20.23054177,19.55759673,19.24635705,17.72193973,15.47487171,14.0675696,13.18744259,13.21158816,14.4691865,16.66548075,17.52423363,18.96351016
67,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMBODIPAISO NORD,19.95651202,19.69426249,19.17017275,17.67592134,14.87835742,13.77863466,13.19407144,13.34156877,14.28897243,16.26378912,18.10153529,19.38461179,19.75651126,19.33176325,18.99225107,17.97592058,15.57835633,13.87688158,13.19407144,13.03981512,14.08897166,16.90421221,18.0015367,19.98461217,20.25651126,20.1567621,19.7922503,18.07592096,14.17835666,12.67863427,12.39874805,13.14156896,14.18897204,16.60128874,16.20153556,19.58461065,20.35651164,19.69426249,19.39225068,17.87592032,15.57835633,14.17863427,13.29407093,13.34156877,14.58897166,16.8012895,17.66111273,19.08461065
68,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMBODIPAISO SUD,19.92817039,19.67458382,19.16556206,17.66785851,14.89789314,13.7633276,13.18477249,13.35548725,14.27899246,16.24152145,18.10732803,19.35001488,19.72816963,19.31041794,18.98587532,17.96785812,15.59789295,13.85884895,13.18477249,13.05100822,14.0789917,16.88537445,18.00732765,19.95001526,20.22816963,20.13875008,19.78587456,18.06785851,14.19789257,12.66332722,12.39727211,13.15548744,14.17899208,16.57735443,16.20732651,19.55001411,20.32817001,19.67458382,19.38587494,17.86785927,15.59789295,14.16332722,13.28477268,13.35548725,14.5789917,16.77735519,17.66347198,19.05001411
69,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT KELILALINA,19.81133207,19.56470347,19.03845652,17.55980055,14.79083207,13.6458061,13.05884139,13.23828737,14.19589881,16.16594962,17.98809296,19.26827538,19.61133192,19.20579432,18.85181533,17.85979998,15.49083162,13.74277315,13.05884139,12.93525395,13.99589815,16.81150086,17.88809331,19.86827576,20.11133192,20.02361299,19.65181457,17.95980037,14.09083172,12.54580572,12.26633584,13.03828725,14.09589853,16.50703995,16.08809247,19.46827506,20.21133231,19.56470347,19.25181495,17.75980078,15.49083162,14.04580572,13.1588414,13.23828737,14.49589815,16.70704009,17.54254054,18.96827506
70,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT ANDRANOMAINTY,19.87694185,19.63052858,19.12261641,17.62011817,14.85622517,13.7199578,13.13540771,13.30617008,14.23328465,16.19458092,18.06446342,19.30909341,19.67694108,19.26752648,18.94034341,17.92011767,15.55622498,13.81509124,13.13540771,13.00130301,14.03328396,16.83985639,17.96446304,19.90909379,20.17694108,20.09353107,19.74034265,18.02011806,14.15622446,12.61995741,12.34855395,13.10617027,14.13328434,16.53157767,16.16446189,19.50909238,20.27694146,19.63052858,19.34034303,17.82011894,15.55622498,14.11995749,13.23540803,13.30617008,14.53328396,16.73157843,17.61918504,19.00909238
71,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT ANOSY,19.76235051,19.54467991,19.02419064,17.57655302,14.79268291,13.6557272,13.03150299,13.25065822,14.20361871,16.17987534,18.00470165,19.26359336,19.5623505,19.18794578,18.82805521,17.87655385,15.49268271,13.74837809,13.03150299,12.94330882,14.00361837,16.83274528,17.90470184,19.86359374,20.0623505,20.00141441,19.62805444,17.97655423,14.0926828,12.55572719,12.24845761,13.05065841,14.10361875,16.52314007,16.1047007,19.46359279,20.16235088,19.54467991,19.22805483,17.77655378,15.49268271,14.05572733,13.13150309,13.25065822,14.50361837,16.72314084,17.55183026,18.96359279
72,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT FOTSIALANANA,19.8911715,19.66529021,19.19165235,17.71032577,14.90445322,13.81240078,13.16865914,13.38785141,14.31622929,16.30030347,18.14979537,19.38373882,19.69117141,19.30572196,18.99821409,18.01032691,15.60445303,13.9038377,13.16865914,13.07928775,14.11622915,16.95331028,18.04979498,19.9837392,20.19117141,20.12485883,19.79821332,18.11032722,14.20445279,12.71240074,12.38979909,13.1878516,14.21622953,16.64073407,16.24979384,19.58373774,20.29117172,19.66529021,19.3982137,17.91032653,15.60445303,14.21240135,13.26865948,13.38785141,14.61622915,16.84073484,17.6967874,19.08373774
73,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMBALADINGANA,19.9487346,19.76092463,19.28162987,17.77512735,14.98063941,13.87695802,13.2016318,13.447757,14.34582595,16.32604881,18.16980097,19.42698197,19.74873564,19.40264564,19.08148179,18.0751285,15.68063922,13.96496445,13.2016318,13.13576328,14.14582524,16.98447614,18.06980142,20.02698152,20.24873564,20.219204,19.88148102,18.17512791,14.28063955,12.77695812,12.43033294,13.24775719,14.24582562,16.66776868,16.26980028,19.62698179,20.34873422,19.76092463,19.4814814,17.97512812,15.68063922,14.27695817,13.30163128,13.447757,14.64582524,16.86776945,17.71137333,19.12698179
74,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT AMBODIARA,20.57802763,20.2984443,19.76432222,18.37308815,15.56098092,14.54042513,13.90081753,14.06087648,14.93660131,16.86044279,18.67379004,19.89625328,20.3780274,19.91821283,19.60295626,18.67308858,16.26098032,14.63500563,13.90081753,13.75545678,14.7366011,17.50203932,18.57378968,20.49625341,20.8780274,20.77867579,20.4029555,18.77308896,14.86098068,13.44042475,13.12806553,13.86087654,14.836601,17.18021065,16.77378914,20.09625379,20.97802739,20.2984443,20.00295588,18.57308892,16.26098032,14.94042486,14.00081712,14.06087648,15.23660062,17.38021124,18.23219207,19.59625379
75,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT SAHAFITOROKA,20.84712809,20.623801,20.02512488,18.59187845,15.83039033,14.82017357,14.25600435,14.32949374,15.2164208,17.09356869,18.93059477,20.14932334,20.64712783,20.23305554,19.89954029,18.89187921,16.53033908,14.91938832,14.25605465,14.0287604,15.0164201,17.70989845,18.83059535,20.74932372,21.14717812,21.11449638,20.69953953,18.99187959,15.13033965,13.72017344,13.46386684,14.12949393,15.11642049,17.40281901,17.03064453,20.34932332,21.24717802,20.623801,20.29953991,18.79187922,16.53033908,15.22017344,14.35605395,14.32949374,15.5164201,17.60281978,18.51426124,19.84932114
76,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT MAROMENA,20.54445735,20.26645922,19.74581291,18.2281463,15.4216013,14.39817633,13.82550961,13.96528177,14.86081661,16.8032923,18.6494643,19.88698303,20.34445659,19.89156305,19.59300878,18.52814744,16.12120808,14.4967384,13.82590222,13.66436636,14.66081673,17.43099206,18.54946489,20.48698329,20.8448492,20.74096327,20.39300801,18.62814782,14.72120792,13.29817595,13.02954566,13.76528197,14.76081706,17.12826369,16.74985624,20.08698367,20.94484958,20.26645922,19.99300839,18.42814706,16.12120808,14.79817637,13.92590205,13.96528177,15.16081673,17.32826446,18.22163284,19.58685331
77,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT ANDRANOFOLAHINA,20.13318762,19.86331825,19.3543961,17.85887236,15.05758972,13.96355953,13.3866012,13.54831208,14.46697932,16.43974308,18.28713945,19.53043156,19.93318686,19.49640242,19.18202866,18.1588726,15.75758934,14.06051147,13.3866012,13.24526377,14.26697874,17.07902712,18.18713982,20.13043194,20.43318686,20.33023447,19.98202789,18.25887299,14.35758928,12.86355915,12.59585087,13.34831227,14.36697912,16.7728261,16.38713867,19.73043142,20.53318724,19.86331825,19.58202827,18.05887274,15.75758934,14.36355933,13.48660089,13.54831208,14.76697874,16.97282686,17.84785385,19.23043142
